validfrom_utc,volume_kwh,emission_kg,co2_factor_kg_per_kwh,co2_factor_g_per_kwh
2024-03-27 03:00:00+00:00,9438860,1705608,0.1807006354580956,180.70063545809558
2024-03-27 04:00:00+00:00,9952579,1877942,0.18868898202164483,188.68898202164482
2024-03-27 05:00:00+00:00,11106045,2307847,0.20780097685539722,207.8009768553972
2024-03-27 06:00:00+00:00,11739818,2529600,0.21547182417989785,215.47182417989785
2024-03-27 07:00:00+00:00,13641931,2743116,0.20107974450244617,201.07974450244618
2024-03-27 08:00:00+00:00,14702547,2536144,0.17249691499030745,172.49691499030746
2024-03-27 09:00:00+00:00,15995466,2373951,0.1484139943156392,148.4139943156392
2024-03-27 10:00:00+00:00,16795109,2357703,0.1403803333458568,140.3803333458568
2024-03-27 11:00:00+00:00,16185979,2240916,0.13844797401504105,138.44797401504104
2024-03-27 12:00:00+00:00,17710611,2118607,0.11962359740158032,119.62359740158033
2024-03-27 13:00:00+00:00,18137306,2236494,0.12330905152066134,123.30905152066134
2024-03-27 14:00:00+00:00,17965324,3078226,0.1713426376279103,171.3426376279103
2024-03-27 15:00:00+00:00,17766493,3528823,0.19862237302544739,198.6223730254474
2024-03-27 16:00:00+00:00,18033380,3782153,0.20973067722190739,209.7306772219074
2024-03-27 17:00:00+00:00,16697235,4120729,0.24679110044267807,246.79110044267807
2024-03-27 18:00:00+00:00,15899531,4313151,0.27127536026062654,271.27536026062654
2024-03-27 19:00:00+00:00,15375536,4189912,0.27250510161076663,272.50510161076664
2024-03-27 20:00:00+00:00,13738859,3676982,0.26763372416879744,267.6337241687974
2024-03-27 21:00:00+00:00,12170393,3113096,0.25579256150561447,255.79256150561446
2024-03-27 22:00:00+00:00,10104427,2369067,0.23445832208001502,234.45832208001502
2024-03-27 23:00:00+00:00,8929005,1876776,0.2101887052364737,210.1887052364737
2024-03-28 00:00:00+00:00,8086592,1537593,0.19014103840035457,190.14103840035457
2024-03-28 01:00:00+00:00,8198728,1513566,0.18460985655335804,184.60985655335804
2024-03-28 02:00:00+00:00,8451773,1467565,0.17363989780605796,173.63989780605795
2024-03-28 03:00:00+00:00,9246746,1504538,0.1627099954946313,162.7099954946313
2024-03-28 04:00:00+00:00,10028809,1521931,0.15175590640922565,151.75590640922564
2024-03-28 05:00:00+00:00,10984370,1643609,0.1496316129190841,149.63161291908412
2024-03-28 06:00:00+00:00,12023942,1754558,0.14592202790066686,145.92202790066685
2024-03-28 07:00:00+00:00,12675716,1841368,0.14526737582318822,145.26737582318822
2024-03-28 08:00:00+00:00,13623801,1800830,0.13218264124674164,132.18264124674164
